TemplateName=XCom_Soldier_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_XComSoldier.ARC_Soldier_M,CharacterTemplate=Soldier,PartType=Pawn
TemplateName=XCom_Soldier_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_XComSoldier.ARC_Soldier_F,CharacterTemplate=Soldier,PartType=Pawn
TemplateName=Civilian_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_Civilian.ARC_Civilian_M,CharacterTemplate=Civilian,PartType=Pawn
TemplateName=Civilian_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_Civilian.ARC_Civilian_F,CharacterTemplate=Civilian,PartType=Pawn
TemplateName=HostileCivilian_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_Civilian.ARC_Civilian_M,CharacterTemplate=HostileCivilian,PartType=Pawn
TemplateName=HostileCivilian_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_Civilian.ARC_Civilian_F,CharacterTemplate=HostileCivilian,PartType=Pawn
TemplateName=FacelessCivilian_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_Civilian.ARC_Civilian_M,CharacterTemplate=FacelessCivilian,PartType=Pawn
TemplateName=FacelessCivilian_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_Civilian.ARC_Civilian_F,CharacterTemplate=FacelessCivilian,PartType=Pawn
TemplateName=Engineer_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_Civilian.ARC_Civilian_M,CharacterTemplate=Engineer,PartType=Pawn
TemplateName=Engineer_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_Civilian.ARC_Civilian_F,CharacterTemplate=Engineer,PartType=Pawn
TemplateName=Scientist_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_Civilian.ARC_Civilian_M,CharacterTemplate=Scientist,PartType=Pawn
TemplateName=Scientist_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_Civilian.ARC_Civilian_F,CharacterTemplate=Scientist,PartType=Pawn
TemplateName=FriendlyVIPCivilian_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_Civilian.ARC_Civilian_M,CharacterTemplate=FriendlyVIPCivilian,PartType=Pawn
TemplateName=FriendlyVIPCivilian_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_Civilian.ARC_Civilian_F,CharacterTemplate=FriendlyVIPCivilian,PartType=Pawn
TemplateName=HostileVIPCivilian_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_Civilian.ARC_CivilianHostile_M,CharacterTemplate=HostileVIPCivilian,PartType=Pawn
TemplateName=HostileVIPCivilian_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_Civilian.ARC_CivilianHostile_F,CharacterTemplate=HostileVIPCivilian,PartType=Pawn
TemplateName=XCom_Clerk_M,Gender=EGender.eGender_Male,ArchetypeName=GameUnit_XComSoldier.ARC_Soldier_M,CharacterTemplate=Clerk,PartType=Pawn
TemplateName=XCom_Clerk_F,Gender=EGender.eGender_Female,ArchetypeName=GameUnit_XComSoldier.ARC_Soldier_F,CharacterTemplate=Clerk,PartType=Pawn
TemplateName=CnvMed_Std_C_M,Gender=EGender.eGender_Male,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Legs_C_M,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=CnvMed_Std_D_M,Gender=EGender.eGender_Male,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Legs_D_M,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=CnvMed_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Torsos_A_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=CnvMed_Std_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Torsos_B_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=CnvMed_Std_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Torsos_C_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=CnvMed_Std_D_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Torsos_D_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=CnvMed_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Arms_A_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=CnvMed_Std_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Arms_B_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=CnvMed_Std_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Arms_C_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=CnvMed_Std_D_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Arms_D_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=CnvMed_Std_E_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Arms_E_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=CnvMed_Std_F_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Arms_F_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=CnvMed_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Legs_A_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=CnvMed_Std_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Legs_B_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=CnvMed_Std_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Legs_C_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=CnvMed_Std_D_F,Gender=EGender.eGender_Female,ArchetypeName=SldCnvMed_Std_GD.ARC_SldCnvMed_Std_Legs_D_F,ArmorTemplate=KevlarArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltLgt_Std_Torso_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Torsos_A_M,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=PltLgt_Std_Arms_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Arms_A_M,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltLgt_Std_Arms_B_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Arms_B_M,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltLgt_Std_Arms_C_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Arms_C_M,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltLgt_Std_Legs_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Legs_A_M,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltLgt_Std_Legs_B_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Legs_B_M,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltLgt_Std_Legs_C_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Legs_C_M,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltLgt_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Torsos_A_F,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=PltLgt_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Arms_A_F,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltLgt_Std_Arms_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Arms_B_F,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltLgt_Std_Arms_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Arms_C_F,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltLgt_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Legs_A_F,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltLgt_Std_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Legs_B_F,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltLgt_Std_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltLgt_Std_GD.ARC_SldPltLgt_Std_Legs_C_F,ArmorTemplate=LightPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltMed_Std_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Torsos_A_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=PltMed_Std_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_A_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_B_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_B_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_C_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_C_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_D_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_D_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_E_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_E_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_F_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_F_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Legs_A_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltMed_Std_B_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Legs_B_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltMed_Std_C_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Legs_C_M,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltMed_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Torsos_A_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=PltMed_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_A_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_B_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_C_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_D_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_D_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_E_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_E_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_F_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Arms_F_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltMed_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Legs_A_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltMed_Std_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Legs_B_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltMed_Std_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltMed_Std_GD.ARC_SldPltMed_Std_Legs_C_F,ArmorTemplate=MediumPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltHvy_Std_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Torsos_A_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=PltHvy_Std_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_A_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_B_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_B_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_C_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_C_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_D_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_D_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_E_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_E_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_F_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_F_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_A_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Legs_A_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltHvy_Std_B_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Legs_B_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltHvy_Std_C_M,Gender=EGender.eGender_Male,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Legs_C_M,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
TemplateName=PltHvy_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Torsos_A_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Torso
TemplateName=PltHvy_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_A_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_B_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_B_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_C_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_C_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_D_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_D_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_E_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_E_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_F_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Arms_F_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Arms
TemplateName=PltHvy_Std_A_F,Gender=EGender.eGender_Female,ArchetypeName=SldPltHvy_Std_GD.ARC_SldPltHvy_Std_Legs_A_F,ArmorTemplate=HeavyPlatedArmor,CharacterTemplate=Soldier,PartType=Legs
